HID	PA
39753	1
39754	1
39755	1
39756	1
39757	1
39758	1
39759	1
39760	1
39761	1
39762	1
39763	1
39764	1
39765	1
39766	1
39768	1
39769	1
39805	0
39806	0
39807	0
39808	0
39809	0
39810	0
39811	0
39812	0
39813	1
39814	1
39815	1
39816	1
39817	1
39818	1
39819	1
39820	1
39821	1
39822	1
39824	1
39825	1
39826	1
39827	1
39828	1
39829	1
39830	1
39831	1
39832	1
39833	1
39834	1
39835	1
39836	1
39837	1
39838	1
39839	1
39840	1
39841	1
39842	1
39843	1
39844	1
39845	1
39846	1
39847	1
39848	1
39849	1
39850	1
39851	1
39887	0
39888	0
39889	0
39890	0
39891	0
39892	0
39893	0
39894	0
39895	1
39896	1
39897	1
39898	1
39899	1
39900	1
39901	1
39902	1
39903	1
39906	1
39907	1
39908	1
39909	1
39910	1
39911	1
39912	1
39913	1
39914	1
39915	1
39916	1
39917	1
39918	1
39919	1
39920	1
39921	1
39922	1
39923	1
39924	1
39925	1
39926	1
39927	1
39928	1
39929	1
39930	1
39931	1
39933	0
39967	0
39968	0
39969	0
39970	0
39971	0
39972	0
39973	0
39974	0
39975	1
39976	1
39977	1
39978	1
39979	1
39980	1
39981	1
39982	1
39983	1
39987	1
39988	1
39989	1
39990	1
39991	1
39992	1
39993	1
39994	1
39995	1
39996	1
39997	1
39998	1
39999	1
40000	1
40001	1
40002	1
40003	1
40004	1
40005	1
40006	1
40007	1
40008	1
40009	1
40010	1
40011	1
40012	1
40014	1
40015	1
40049	0
40050	0
40051	0
40052	0
40053	0
40054	0
40055	0
40056	0
40057	0
40058	1
40059	1
40060	1
40061	1
40062	1
40063	1
40064	1
40065	1
40068	1
40069	1
40070	1
40071	1
40072	1
40073	1
40074	1
40075	1
40076	1
40077	1
40078	1
40079	1
40080	1
40081	1
40082	1
40083	1
40084	1
40085	1
40086	1
40087	1
40088	1
40089	1
40090	1
40091	1
40092	1
40093	1
40095	1
40096	1
40130	0
40131	0
40132	0
40133	0
40134	0
40135	0
40136	0
40137	0
40138	0
40139	0
40140	1
40141	1
40142	1
40143	1
40144	1
40145	1
40146	1
40147	1
40150	1
40151	1
40152	1
40153	1
40154	1
40155	1
40156	1
40157	1
40158	1
40159	1
40160	1
40161	1
40162	1
40163	1
40164	1
40165	1
40166	1
40167	1
40168	1
40169	1
40170	1
40171	1
40172	1
40173	1
40174	1
40211	0
40212	0
40213	0
40214	0
40215	0
40216	0
40217	0
40218	0
40219	0
40220	1
40221	1
40222	1
40223	1
40224	1
40225	1
40226	1
40227	1
40230	1
40231	1
40232	1
40233	1
40234	1
40235	1
40236	1
40237	1
40238	1
40239	1
40240	1
40241	1
40242	1
40243	1
40244	1
40245	1
40246	1
40247	1
40248	1
40249	1
40250	1
40251	1
40252	1
40253	1
40254	1
40255	1
40258	1
40292	0
40293	0
40294	0
40295	0
40296	0
40297	0
40298	0
40299	0
40300	0
40301	0
40302	1
40303	1
40304	1
40305	1
40306	1
40307	1
40308	1
40309	1
40312	1
40313	1
40314	1
40315	1
40316	1
40317	1
40318	1
40319	1
40320	1
40321	1
40322	1
40323	1
40324	1
40325	1
40326	1
40327	1
40328	1
40329	1
40330	1
40331	1
40332	1
40333	1
40334	1
40335	1
40336	1
40337	1
40339	1
40374	0
40375	0
40376	0
40377	0
40378	0
40379	0
40380	0
40381	0
40382	0
40383	0
40384	0
40385	1
40386	1
40387	1
40388	1
40389	1
40390	1
40391	1
40394	1
40395	1
40396	1
40397	1
40398	1
40399	1
40400	1
40401	1
40402	1
40403	1
40404	1
40405	1
40406	1
40407	1
40408	1
40409	1
40410	1
40411	1
40412	1
40413	1
40414	1
40415	1
40416	1
40417	1
40418	1
40419	1
40454	0
40455	0
40456	0
40457	0
40458	0
40459	0
40460	0
40461	0
40462	0
40463	0
40464	0
40465	1
40466	1
40467	1
40468	1
40469	1
40470	1
40471	1
40475	1
40476	1
40477	1
40480	1
40481	1
40482	1
40483	1
40484	1
40485	1
40486	1
40487	1
40488	1
40489	1
40490	1
40491	1
40492	1
40493	1
40494	1
40495	1
40496	1
40497	1
40498	1
40499	1
40536	0
40537	0
40538	0
40539	0
40540	0
40541	0
40542	0
40543	0
40544	0
40545	0
40546	0
40547	1
40548	1
40549	1
40550	1
40551	1
40552	1
40553	1
40558	1
40562	1
40563	1
40564	1
40565	1
40566	1
40567	1
40568	1
40569	1
40570	1
40571	1
40572	1
40573	1
40574	1
40575	1
40576	1
40577	1
40578	1
40579	1
40580	1
40581	1
40617	0
40618	0
40619	0
40620	0
40621	0
40622	0
40623	0
40624	0
40625	0
40626	0
40627	0
40628	0
40629	1
40630	1
40631	1
40632	1
40633	1
40634	1
40644	1
40645	1
40647	1
40648	1
40649	1
40650	1
40651	1
40652	1
40653	1
40654	1
40655	1
40656	1
40657	1
40658	1
40659	1
40660	1
40661	1
40662	1
40698	0
40699	0
40700	0
40701	0
40702	0
40703	0
40704	0
40705	0
40706	0
40707	0
40708	0
40709	1
40710	1
40711	1
40712	1
40713	1
40714	1
40715	1
40725	1
40728	1
40729	1
40730	1
40731	1
40732	1
40733	1
40734	1
40735	1
40736	1
40737	1
40738	1
40739	1
40740	1
40741	1
40742	1
40779	0
40780	0
40781	0
40782	0
40783	0
40784	0
40785	0
40786	0
40787	0
40788	0
40789	0
40790	0
40791	1
40792	1
40793	1
40794	1
40795	1
40796	1
40797	1
40798	1
40810	1
40811	1
40812	1
40813	1
40814	1
40815	1
40816	1
40817	1
40818	1
40819	1
40820	1
40821	1
40822	1
40823	1
40824	1
40861	0
40862	0
40863	0
40864	0
40865	0
40866	0
40867	0
40868	0
40869	0
40870	0
40871	0
40872	0
40873	1
40874	1
40875	1
40876	1
40877	1
40878	1
40879	1
40891	1
40892	1
40893	1
40894	1
40895	1
40896	1
40897	1
40898	1
40899	1
40900	1
40901	1
40902	1
40903	1
40904	1
40905	1
40906	1
40941	0
40942	0
40943	0
40944	0
40945	0
40946	0
40947	0
40948	0
40949	0
40950	0
40951	0
40952	0
40953	1
40954	1
40955	1
40956	1
40957	1
40958	1
40959	1
40960	1
40972	1
40973	1
40974	1
40975	1
40976	1
40977	1
40978	1
40979	1
40980	1
40981	1
40982	1
40983	1
40984	1
40985	1
40986	1
40987	1
41023	0
41024	0
41025	0
41026	0
41027	0
41028	0
41029	0
41030	0
41031	0
41032	0
41033	0
41034	0
41035	1
41036	1
41037	1
41038	1
41039	1
41040	1
41041	1
41042	1
41053	1
41054	1
41055	1
41056	1
41057	1
41058	1
41059	1
41060	1
41061	1
41062	1
41063	1
41064	1
41065	1
41066	1
41067	1
41068	1
41105	0
41106	0
41107	0
41108	0
41109	0
41110	0
41111	0
41112	0
41113	0
41114	0
41115	0
41116	0
41117	1
41118	1
41119	1
41120	1
41121	1
41122	1
41123	1
41124	1
41135	1
41136	1
41137	1
41138	1
41139	1
41140	1
41141	1
41142	1
41143	1
41144	1
41145	1
41146	1
41147	1
41148	1
41149	1
41185	0
41186	0
41187	0
41188	0
41189	0
41190	0
41191	0
41192	0
41193	0
41194	0
41195	0
41196	0
41197	1
41198	1
41199	1
41200	1
41201	1
41202	1
41203	1
41204	1
41205	1
41216	1
41217	1
41218	1
41219	1
41220	1
41221	1
41222	1
41223	1
41224	1
41225	1
41226	1
41227	1
41228	1
41229	1
41230	1
41267	0
41268	0
41269	0
41270	0
41271	0
41272	0
41273	0
41274	0
41275	0
41276	0
41277	0
41278	0
41279	1
41280	1
41281	1
41282	1
41283	1
41284	1
41285	1
41286	1
41287	1
41298	1
41299	1
41300	1
41301	1
41302	1
41303	1
41304	1
41305	1
41306	1
41307	1
41308	1
41309	1
41310	1
41311	1
41349	0
41350	0
41351	0
41352	0
41353	0
41354	0
41355	0
41356	0
41357	0
41358	0
41359	0
41360	0
41361	1
41362	1
41363	1
41364	1
41365	1
41366	1
41367	1
41368	1
41381	1
41382	1
41383	1
41384	1
41385	1
41386	1
41387	1
41388	1
41389	1
41390	1
41391	1
41392	1
41430	0
41431	0
41432	0
41433	0
41434	0
41435	0
41436	0
41437	0
41438	0
41439	0
41440	0
41441	1
41442	1
41443	1
41444	1
41445	1
41446	1
41447	1
41448	1
41449	1
41462	1
41463	1
41464	1
41465	1
41466	1
41467	1
41468	1
41469	1
41470	1
41471	1
41472	1
41473	1
41512	0
41513	0
41514	0
41515	0
41516	0
41517	0
41518	0
41519	0
41520	0
41521	0
41522	0
41523	1
41524	1
41525	1
41526	1
41527	1
41528	1
41529	1
41530	1
41531	1
41544	1
41545	1
41546	1
41547	1
41548	1
41549	1
41550	1
41551	1
41552	1
41553	1
41554	1
41594	0
41595	0
41596	0
41597	0
41598	0
41599	0
41600	0
41601	0
41602	0
41603	0
41604	1
41605	1
41606	1
41607	1
41608	1
41609	1
41610	1
41611	1
41612	1
41613	1
41625	1
41626	1
41627	1
41628	1
41629	1
41630	1
41631	1
41632	1
41633	1
41634	1
41635	1
41675	0
41676	0
41677	0
41678	0
41679	0
41680	0
41681	0
41682	0
41683	0
41684	0
41685	1
41686	1
41687	1
41688	1
41689	1
41690	1
41691	1
41692	1
41693	1
41694	1
41706	1
41707	1
41708	1
41709	1
41710	1
41711	1
41712	1
41713	1
41714	1
41715	1
41716	1
41757	0
41758	0
41759	0
41760	0
41761	0
41762	0
41763	0
41764	0
41765	0
41766	0
41767	1
41768	1
41769	1
41770	1
41771	1
41772	1
41773	1
41774	1
41775	1
41787	1
41788	1
41789	1
41790	1
41791	1
41792	1
41793	1
41794	1
41795	1
41796	1
41797	1
41839	0
41840	0
41841	0
41842	0
41843	0
41844	0
41845	0
41846	0
41847	0
41848	1
41849	1
41850	1
41851	1
41852	1
41853	1
41854	1
41855	1
41856	1
41857	1
41868	1
41869	1
41870	1
41871	1
41872	1
41873	1
41874	1
41875	1
41876	1
41877	1
41878	1
41919	0
41920	0
41921	0
41922	0
41923	0
41924	0
41925	0
41926	0
